house_type,state_name,mp_name,constituency_name,ida_name,city_name,block_name,village_name,location_type,work_status,dataset_source,recommended_date,allocated_amount,available_limit,expenditure_amt,actual_end_date,letter_no,is_completed,is_ongoing,is_unsanctioned,internal_key,project_id,expenditure_ratio,cost_variance_pct,project_age_days,days_to_complete,is_overdue,is_stalled,district_median_amount,district_mean_amount,district_std_amount,district_project_count,amount_vs_district_pct,state_median_amount,state_mean_amount,state_std_amount,amount_vs_state_pct,mp_median_amount,mp_project_count,constituency_project_count,risk_flags,financial_risk_score,delay_risk_score,expenditure_risk_score,allocated_amount_log,ml_anomaly_score,peer_deviation_score,duplicate_risk_score,overall_risk_score,risk_band,model_version,rules_version,scored_at
LOK,BIHAR,MP PATALIPU 3,PATALIPUTRA,PATALI DISTRICT AUTHORITY,,PATAL BLOCK,VILLAGE 539,Rural,COMPLETED,Completed,2024-05-16,4077935.27,1004096.21,3506600.67,2024-09-21,LTR/BIH/87154/2024,True,False,False,LOK|BIHAR|PATALIPUTRA|MP PATALIPU 3|2024-05-16|4077935,1995,0.8598961086501012,-14.010389134989875,839,128,False,False,2687942.58,2150930.7636363637,1586881.4962225792,11,51.71214222887157,2937949.88,3258337.472611684,4287860.567586842,38.802070714698516,3038260.35,4,11,[],0.0,0.0,0.0,15.221101602235718,4.04,5.45,0.0,0.95,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,BIHAR,MP PATALIPU 2,PATALIPUTRA,PATALI DISTRICT AUTHORITY,,PATAL BLOCK,VILLAGE 773,Rural,COMPLETED,Completed,2023-11-09,2687942.58,317274.86,2561504.0,2025-10-27,LTR/BIH/37718/2024,True,False,False,LOK|BIHAR|PATALIPUTRA|MP PATALIPU 2|2023-11-09|2687943,1996,0.9529608329654125,-4.70391670345875,1028,718,False,False,2687942.58,2150930.7636363637,1586881.4962225792,11,0.0,2937949.88,3258337.472611684,4287860.567586842,-8.509583560356715,2687942.58,3,11,[],0.0,0.0,0.0,14.80428699082156,5.79,0.4,0.0,0.62,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TAMIL NADU,MP ERODE 3,ERODE,ERODE DISTRICT AUTHORITY,,ERODE BLOCK,VILLAGE 579,Rural,COMPLETED,Completed,2024-10-29,1771376.48,515699.44,1713005.14,2025-06-07,LTR/TAM/18273/2024,True,False,False,LOK|TAMIL NADU|ERODE|MP ERODE 3|2024-10-29|1771376,1997,0.9670474680797387,-3.295253192026129,673,221,False,False,2487418.73,4044332.784375,4449799.964963951,16,-28.78655858637842,2863597.58,3269220.8874918567,3850237.578020535,-38.141570855776465,1771376.48,5,16,[],0.0,0.0,0.0,14.387268039168532,5.64,3.81,0.0,0.94,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TAMIL NADU,MP KALLAKUR 1,KALLAKURICHI,KALLAK DISTRICT AUTHORITY,KALLA CITY,,,Urban,COMPLETED,Completed,2026-06-15,4761970.14,199285.49,4690595.57,2026-08-03,LTR/TAM/10127/2024,True,False,False,LOK|TAMIL NADU|KALLAKURICHI|MP KALLAKUR 1|2026-06-15|4761970,1998,0.9850115460824793,-1.4988453917520652,79,49,False,False,3613090.305,3278418.039,1372354.20661218,10,31.797706063701597,2863597.58,3269220.8874918567,3850237.578020535,66.29327295352721,4355084.140000001,4,10,[],0.0,0.0,0.0,15.376172245531789,15.69,5.33,0.0,2.1,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,RAJASTHAN,MP BARMER 3,BARMER,BARMER DISTRICT AUTHORITY,,BARME BLOCK,VILLAGE 906,Rural,COMPLETED,Completed,2026-01-19,4671383.69,126476.01,4628999.62,2026-08-24,LTR/RAJ/88619/2024,True,False,False,LOK|RAJASTHAN|BARMER|MP BARMER 3|2026-01-19|4671384,1999,0.9909268703209433,-0.9073129679056676,226,217,False,False,2547226.13,2578437.6553846155,1214254.296443357,13,83.39100855564797,2826776.4850000003,3186668.4361034483,3962379.1840553363,65.25479516290797,2655216.86,8,13,[],0.0,0.0,0.0,15.356966093190067,15.5,8.91,0.0,2.44,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP CHHINDWA 1,CHHINDWARA,CHHIND DISTRICT AUTHORITY,,CHHIN BLOCK,VILLAGE 178,Rural,COMPLETED,Completed,2025-02-22,3504688.62,558387.06,3031460.85,2026-08-15,LTR/MAD/97713/2024,True,False,False,LOK|MADHYA PRADESH|CHHINDWARA|MP CHHINDWA 1|2025-02-22|3504689,2000,0.8649729487237585,-13.502705127624148,557,539,False,False,2020222.07,1817302.5644444444,1143174.874330753,9,73.48036495809592,2848915.535,3223814.1172865853,4269909.788665431,23.01834073153734,1269187.94,5,9,[],0.0,0.0,0.0,15.069612521034728,4.22,6.23,0.0,1.05,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ODISHA,MP SAMBALPU 2,SAMBALPUR,SAMBAL DISTRICT AUTHORITY,,SAMBA BLOCK,VILLAGE 397,Rural,COMPLETED,Completed,2024-01-31,4345093.21,303490.36,4284122.75,2026-01-28,LTR/ODI/61825/2024,True,False,False,LOK|ODISHA|SAMBALPUR|MP SAMBALPU 2|2024-01-31|4345093,2001,0.9859679742060125,-1.4032025793987504,945,728,False,False,4082841.31,3444604.9746666667,1425586.93910998,15,6.423269485337893,2633314.865,3349250.5269407895,5336475.314123972,65.00469684623147,4145806.05,5,15,[],0.0,0.0,0.0,15.284557998840125,6.02,3.49,0.0,0.95,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,HARYANA,MP SIRSA 1,SIRSA,SIRSA DISTRICT AUTHORITY,,SIRSA BLOCK,VILLAGE 775,Rural,COMPLETED,Completed,2023-08-01,4223758.86,824852.49,3954599.38,2024-03-04,LTR/HAR/26351/2024,True,False,False,LOK|HARYANA|SIRSA|MP SIRSA 1|2023-08-01|4223759,2002,0.9362748942537878,-6.372510574621214,1128,216,False,False,2091541.16,3129475.0596774193,5465056.134995236,31,101.94481183435092,2258938.6,2696786.108126888,3266749.413671894,86.97979927387138,2683209.955,8,31,"[{'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'SIRSA', 'constituency_project_count': 31, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.67}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,15.25623625142638,20.13,11.22,0.0,3.14,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TELANGANA,MP NIZAMABA 3,NIZAMABAD,NIZAMA DISTRICT AUTHORITY,,NIZAM BLOCK,VILLAGE 79,Rural,COMPLETED,Completed,2024-03-07,3518727.01,449712.57,3114850.53,2024-06-18,LTR/TEL/74717/2024,True,False,False,LOK|TELANGANA|NIZAMABAD|MP NIZAMABA 3|2024-03-07|3518727,2003,0.8852208543452764,-11.477914565472357,909,103,False,False,3066753.38,2732943.851111111,1640987.198646638,18,14.737853814642243,2897779.35,3172095.9392880257,4146196.7467793496,21.428396886049992,4019599.94,5,18,[],0.0,0.0,0.0,15.07361012147228,1.52,2.04,0.0,0.36,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,GUJARAT,MP BANASKAN 2,BANASKANTHA,BANASK DISTRICT AUTHORITY,BANAS CITY,,,Urban,COMPLETED,Completed,2025-03-01,31679440.89,9001251.65,31743869.37,2026-03-01,LTR/GUJ/99536/2024,True,False,False,LOK|GUJARAT|BANASKANTHA|MP BANASKAN 2|2025-03-01|31679441,2004,1.0020337631659508,0.2033763165950889,550,365,False,False,3082691.15,5083484.929166666,8513324.540307034,12,927.6553617769981,2809948.355,3432197.314049296,4856834.030500085,1027.4029586212805,3475623.875,6,12,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 31743869.37, 'allocated_amount': 31679440.89, 'overrun_amount': 64428.48, 'expenditure_ratio': 1.002, 'overrun_pct': 0.2}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R005', 'rule_name': 'Abnormally High Allocation vs District', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Allocated amount is 3x+ above the district median. May indicate inflated project cost or data entry issue.', 'evidence': {'allocated_amount': 31679440.89, 'district_median_amount': 3082691.15, 'ratio': 10.28, 'pct_above_median': 927.7, 'ida_name': 'BANASK DISTRICT AUTHORITY'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R006', 'rule_name': 'High Allocation vs State Peers', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Allocated amount is 2.5x+ above the state median. Warrants comparison with similar projects in the state.', 'evidence': {'allocated_amount': 31679440.89, 'state_median_amount': 2809948.355, 'ratio': 11.27, 'pct_above_median': 1027.4, 'state_name': 'GUJARAT'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,17.27117850764673,77.86,100.0,0.0,53.79,HIGH,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MAHARASHTRA,MP YAVATMAL 2,YAVATMAL,YAVATM DISTRICT AUTHORITY,,YAVAT BLOCK,VILLAGE 625,Rural,COMPLETED,Completed,2023-12-07,2742231.17,43551.12,2603185.09,2025-12-04,LTR/MAH/46890/2024,True,False,False,LOK|MAHARASHTRA|YAVATMAL|MP YAVATMAL 2|2023-12-07|2742231,2005,0.9492945447046318,-5.0705455295368145,1000,728,False,False,2637948.2649999997,2528216.9125,1146196.8426050837,16,3.9531823418834287,2346259.94,3038844.6473770496,4710633.059008409,16.87669909242878,1772818.32,3,16,[],0.0,0.0,0.0,14.824282807292374,4.59,1.07,0.0,0.57,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ANDHRA PRADESH,MP KAKINADA 2,KAKINADA,KAKINA DISTRICT AUTHORITY,,KAKIN BLOCK,VILLAGE 743,Rural,COMPLETED,Completed,2024-07-26,2393014.16,16143.75,2106709.6,2025-12-04,LTR/AND/29104/2024,True,False,False,LOK|ANDHRA PRADESH|KAKINADA|MP KAKINADA 2|2024-07-26|2393014,2006,0.8803581839231573,-11.964181607684262,768,496,False,False,1810680.17,2394962.722142857,2024297.9018225216,14,32.16106298883255,2474184.48,3145127.080660066,5037652.253546427,-3.280689886147852,440926.17,5,14,"[{'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 1824, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': False, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': False, 'dates_within_180_days': False, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.688064702014614,4.27,2.41,100.0,15.67,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,BIHAR,MP GOPALGAN 2,GOPALGANJ,GOPALG DISTRICT AUTHORITY,,GOPAL BLOCK,VILLAGE 116,Rural,COMPLETED,Completed,2023-12-29,3758546.52,591478.47,3432364.65,2025-09-01,LTR/BIH/44850/2024,True,False,False,LOK|BIHAR|GOPALGANJ|MP GOPALGAN 2|2023-12-29|3758547,2007,0.9132159550868084,-8.678404491319164,978,612,False,False,3758546.52,3293360.8759999997,1300776.105417268,5,0.0,2937949.88,3258337.472611684,4287860.567586842,27.930927126639755,3427327.3,3,5,[],0.0,0.0,0.0,15.139543142861493,3.9,1.31,0.0,0.52,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP BANGALOR 2,BANGALORE NORTH,BANGAL DISTRICT AUTHORITY,BANGA CITY,,,Urban,COMPLETED,Completed,2025-03-16,374293.8,86932.0,361627.74,2025-11-17,LTR/KAR/85004/2024,True,False,False,LOK|KARNATAKA|BANGALORE NORTH|MP BANGALOR 2|2025-03-16|374294,2008,0.9661601127242824,-3.383988727571763,535,246,False,False,2665407.75,2539662.788139535,1629054.864428546,43,-85.95735305414341,2743644.885,3180741.670120482,4817282.744761165,-86.35778988577088,1668079.155,20,16,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP BANGALOR 2', 'mp_project_count': 20, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 6.02}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,12.832799001196499,54.59,10.07,0.0,6.47,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,HARYANA,MP KARNAL 2,KARNAL,KARNAL DISTRICT AUTHORITY,KARNA CITY,,,Urban,COMPLETED,Completed,2024-08-31,2740344.32,505421.18,2724035.46,2026-04-13,LTR/HAR/83102/2024,True,False,False,LOK|HARYANA|KARNAL|MP KARNAL 2|2024-08-31|2740344,2009,0.9940486091908334,-0.595139080916659,732,590,False,False,2017168.935,2289767.7122727274,1453082.6446549234,44,35.851007441773824,2258938.6,2696786.108126888,3266749.413671894,21.31114674830027,2003122.25,16,44,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP KARNAL 2', 'mp_project_count': 16, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 4.5}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'KARNAL', 'constituency_project_count': 44, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 3.78}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.823594499620322,32.58,3.51,0.0,3.61,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,GUJARAT,MP PATAN 1,PATAN,PATAN DISTRICT AUTHORITY,,PATAN BLOCK,VILLAGE 809,Rural,COMPLETED,Completed,2024-02-01,3845364.37,644159.99,3334230.75,2025-02-16,LTR/GUJ/61745/2024,True,False,False,LOK|GUJARAT|PATAN|MP PATAN 1|2024-02-01|3845364,2010,0.8670779747199873,-13.29220252800127,944,381,False,False,2991545.95,2444134.570909091,1595125.2971796915,11,28.541043135239153,2809948.355,3432197.314049296,4856834.030500085,36.84822225140149,3299632.2,5,11,[],0.0,0.0,0.0,15.162379181114732,1.92,3.73,0.0,0.56,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ODISHA,MP GAJAPATI 3,GAJAPATI,GAJAPA DISTRICT AUTHORITY,,GAJAP BLOCK,VILLAGE 817,Rural,COMPLETED,Completed,2023-04-14,3919821.73,956097.81,3852840.02,2024-09-13,LTR/ODI/66562/2024,True,False,False,LOK|ODISHA|GAJAPATI|MP GAJAPATI 3|2023-04-14|3919822,2011,0.9829120519723228,-1.7087948027677258,1237,518,False,False,3699811.0,3351419.0727272723,1749190.3408279705,11,5.946539701622596,2633314.865,3349250.5269407895,5336475.314123972,48.85503371052438,3817402.285,4,11,[],0.0,0.0,0.0,15.181556988805328,12.07,2.7,0.0,1.48,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ODISHA,MP KANDHAMA 2,KANDHAMAL,KANDHA DISTRICT AUTHORITY,,KANDH BLOCK,VILLAGE 207,Rural,COMPLETED,Completed,2024-07-21,4573010.54,1136104.89,4146579.06,2025-12-21,LTR/ODI/69192/2024,True,False,False,LOK|ODISHA|KANDHAMAL|MP KANDHAMA 2|2024-07-21|4573011,2012,0.9067503833043866,-9.324961669561338,773,518,False,False,1975814.83,2321277.933846154,1485645.547024049,13,131.44934791283046,2633314.865,3349250.5269407895,5336475.314123972,73.6598460283252,1169735.885,6,13,[],0.0,0.0,0.0,15.335682526144552,11.18,12.67,0.0,2.39,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP KHAJURAH 1,KHAJURAHO,KHAJUR DISTRICT AUTHORITY,,KHAJU BLOCK,VILLAGE 384,Rural,COMPLETED,Completed,2024-07-21,3361358.33,948027.27,3236351.51,2025-12-09,LTR/MAD/39990/2024,True,False,False,LOK|MADHYA PRADESH|KHAJURAHO|MP KHAJURAH 1|2024-07-21|3361358,2013,0.9628106236445192,-3.718937635548076,773,506,False,False,2975876.2,3421597.1659999997,1670794.7817537258,10,12.953567423268478,2848915.535,3223814.1172865853,4269909.788665431,17.98729336494702,3159593.575,2,10,[],0.0,0.0,0.0,15.027856012626044,7.9,1.75,0.0,0.97,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ASSAM,MP MANGALDO 3,MANGALDOI,MANGAL DISTRICT AUTHORITY,MANGA CITY,,,Urban,COMPLETED,Completed,2024-02-12,945504.56,86601.5,823972.2,2025-02-23,LTR/ASS/96876/2024,True,False,False,LOK|ASSAM|MANGALDOI|MP MANGALDO 3|2024-02-12|945505,2014,0.8714629573018663,-12.853704269813369,933,377,False,False,2235363.52,2261471.4984,1582868.5161875342,25,-57.70242506238985,2659988.74,3140454.027846154,4183702.826233742,-64.45456532270885,1444946.635,6,25,"[{'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'MANGALDOI', 'constituency_project_count': 25, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.15}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,13.759475047549873,10.31,7.07,0.0,1.74,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,RAJASTHAN,MP PALI 2,PALI,PALI DISTRICT AUTHORITY,,PALI BLOCK,VILLAGE 426,Rural,COMPLETED,Completed,2023-06-04,4626650.87,632408.82,4305395.07,2025-03-11,LTR/RAJ/42433/2024,True,False,False,LOK|RAJASTHAN|PALI|MP PALI 2|2023-06-04|4626651,2015,0.9305640712846786,-6.943592871532142,1186,646,False,False,3133633.12,3037474.3654545452,1717322.5784110634,11,47.644944153513414,2826776.4850000003,3186668.4361034483,3962379.1840553363,63.67232763364379,2406859.89,5,11,[],0.0,0.0,0.0,15.347344026242908,9.77,6.32,0.0,1.61,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,BIHAR,MP AURANGAB 3,AURANGABAD_BR,AURANG DISTRICT AUTHORITY,,AURAN BLOCK,VILLAGE 53,Rural,COMPLETED,Completed,2024-02-03,3404487.52,374800.93,3011682.32,2024-06-21,LTR/BIH/36043/2024,True,False,False,LOK|BIHAR|AURANGABAD_BR|MP AURANGAB 3|2024-02-03|3404488,2016,0.8846213423628587,-11.537865763714128,942,139,False,False,2355723.07,2490734.36,1071163.7558694845,14,44.51985309122096,2937949.88,3258337.472611684,4287860.567586842,15.879700439273666,2455821.4,5,6,[],0.0,0.0,0.0,15.040605271891836,3.53,3.87,0.0,0.74,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,RAJASTHAN,MP RAJSAMAN 2,RAJSAMAND,RAJSAM DISTRICT AUTHORITY,,RAJSA BLOCK,VILLAGE 510,Rural,COMPLETED,Completed,2026-05-09,4123279.91,731135.37,3693439.05,2026-08-18,LTR/RAJ/18474/2024,True,False,False,LOK|RAJASTHAN|RAJSAMAND|MP RAJSAMAN 2|2026-05-09|4123280,2017,0.8957526849056434,-10.42473150943566,116,101,False,False,2285113.265,3144958.6816666666,2931739.244545865,6,80.44094238803518,2826776.4850000003,3186668.4361034483,3962379.1840553363,45.86508455407643,3615667.89,2,6,[],0.0,0.0,0.0,15.232159741795973,16.6,7.79,0.0,2.44,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TELANGANA,MP NAGARKUR 1,NAGARKURNOOL,NAGARK DISTRICT AUTHORITY,,NAGAR BLOCK,VILLAGE 428,Rural,COMPLETED,Completed,2024-01-02,621632.25,66380.28,557888.27,2025-05-25,LTR/TEL/22441/2024,True,False,False,LOK|TELANGANA|NAGARKURNOOL|MP NAGARKUR 1|2024-01-02|621632,2018,0.8974570897825845,-10.25429102174155,974,509,False,False,2061143.06,2257027.292631579,1436571.1156387313,19,-69.84041224193336,2897779.35,3172095.9392880257,4146196.7467793496,-78.54797847185984,2843849.355,10,19,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP NAGARKUR 1', 'mp_project_count': 10, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 2.21}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,13.340105567595973,22.54,8.58,0.0,3.11,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,UTTAR PRADESH,MP MATHURA 2,MATHURA,MATHUR DISTRICT AUTHORITY,MATHU CITY,,,Urban,COMPLETED,Completed,2025-10-04,3484196.8,341293.48,3178785.54,2026-08-07,LTR/UTT/23710/2024,True,False,False,LOK|UTTAR PRADESH|MATHURA|MP MATHURA 2|2025-10-04|3484197,2019,0.9123438549739785,-8.765614502602142,333,307,False,False,2649401.85,2867962.559090909,2196732.8095271257,11,31.508808299503517,2476120.885,3046122.1302469135,4188613.2164513455,40.71190227855132,3484196.8,3,3,[],0.0,0.0,0.0,15.06374838916615,4.72,4.12,0.0,0.88,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
